0.6351631283760071,0.6295049786567688,-6.677333885818371e-07,0.6147012710571289,0.5236838459968567,-0.06920227408409119,0.6275477409362793,0.4059899151325226,-0.1200048103928566,0.6570178866386414,0.32849475741386414,-0.15168705582618713,0.703600287437439,0.2461732029914856,-0.17346946895122528,0.7041555643081665,0.4412609338760376,-0.18460388481616974,0.5703409314155579,0.44257456064224243,-0.23889656364917755,0.5669930577278137,0.4732101261615753,-0.2481357604265213,0.6080419421195984,0.4812580645084381,-0.252890020608902,0.7223657369613647,0.542592465877533,-0.17440888285636902,0.5554701089859009,0.5544454455375671,-0.2176174372434616,0.5692284107208252,0.565152645111084,-0.19960319995880127,0.614250898361206,0.563843309879303,-0.19047828018665314,0.7187475562095642,0.6423879265785217,-0.1643562763929367,0.5602291822433472,0.6566568613052368,-0.20419654250144958,0.5697869062423706,0.6533874869346619,-0.16563823819160461,0.6078081130981445,0.6488305926322937,-0.14012208580970764,0.7042576670646667,0.7291831374168396,-0.16125401854515076,0.5872321724891663,0.7367215752601624,-0.2067098617553711,0.5890252590179443,0.7257925868034363,-0.20167158544063568,0.6216716766357422,0.7213819026947021,-0.19218844175338745,DONE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DONE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DONE
0.5529940128326416,0.6191272735595703,-7.846530820643238e-07,0.5358108282089233,0.5164992809295654,-0.06158952787518501,0.5498894453048706,0.39208000898361206,-0.09608874469995499,0.5776140093803406,0.300686776638031,-0.11540853977203369,0.6140106916427612,0.21405425667762756,-0.12584248185157776,0.6168213486671448,0.41966792941093445,-0.12504304945468903,0.4835631847381592,0.4388751983642578,-0.17171581089496613,0.4882655739784241,0.4622247517108917,-0.1915631890296936,0.5271973609924316,0.4642479419708252,-0.20418278872966766,0.6377859115600586,0.5159196853637695,-0.11178861558437347,0.46809226274490356,0.5425230860710144,-0.1444493532180786,0.49176061153411865,0.5505963563919067,-0.1391707956790924,0.5345524549484253,0.5482317209243774,-0.13883726298809052,0.6369500756263733,0.6140145063400269,-0.10031282901763916,0.4811159074306488,0.6329898238182068,-0.13574764132499695,0.49935561418533325,0.6361885070800781,-0.1109805628657341,0.5364385843276978,0.6332075595855713,-0.09161245077848434,0.624210000038147,0.7021519541740417,-0.09514205157756805,0.5073691606521606,0.7113732099533081,-0.13288873434066772,0.5167709589004517,0.7062969207763672,-0.12800118327140808,0.5500597953796387,0.7044714689254761,-0.11720377951860428,DONE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DONE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DONE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DONE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DONE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DONE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DONE
